,Bath,Bed,Half-bath,Price,Square_Feet,Zip_code
0,3,4,1,1023000,3964,93065
1,3,5,1,979000,2858,94954
2,2,4,0,777000,1287,94542
3,2,3,0,659500,1478,93003
4,2,3,0,615000,1452,90638
5,2,2,0,565000,1324,95018
6,2,3,0,545000,1590,93402
7,3,4,0,529900,1703,94931
8,1,3,0,525000,1026,90063
9,1,3,0,459000,1050,93033
10,3,5,0,425000,3124,93257
11,2,3,0,369000,1704,95223
12,2,4,0,358800,1892,92585
13,2,4,0,348000,2100,92345
14,2,3,0,297999,1752,93292
15,2,3,0,212500,994,92394
16,2,3,0,1448000,1350,92037
17,3,4,1,1429000,3308,92624
18,4,5,1,1388000,4016,91754
19,4,5,1,1325000,5014,94801
20,3,5,1,1325000,3573,94550
21,2,2,0,1299000,1840,92672
22,4,5,0,1285000,2697,92630
23,2,4,1,1279000,2022,91604
24,3,5,0,1275000,2361,92649
25,6,6,1,1250000,8201,93221
26,2,3,0,1250000,2186,91007
27,3,5,0,1249000,2896,91362
28,3,4,0,1238000,2419,92620
29,3,5,0,1229900,2772,92646
30,3,5,0,1199000,3340,92886
31,4,4,1,1099000,3789,92706
32,2,3,0,1098000,1324,94538
33,3,3,0,1049000,1887,92675
34,2,3,0,1049000,1682,91006
35,3,4,0,1023000,2652,92129
36,3,4,0,599000,2840,93291
37,2,3,0,599000,1093,92840
38,3,4,0,598000,2206,92882
39,2,3,0,595000,2248,93550
40,2,3,0,595000,2248,93550
41,2,4,0,590000,1487,91740
42,3,3,0,589999,1962,91354
43,2,4,0,585950,1787,93065
44,2,4,0,579900,1431,91913
45,2,4,0,579900,1253,90650
46,2,4,0,579900,1253,90650
47,2,3,0,579000,1620,91355
48,2,3,1,577000,1584,93433
49,2,4,0,574999,1784,91304
50,2,4,1,569999,2414,92028
51,2,4,1,569999,2414,92028
52,3,4,1,569950,2254,94513
53,3,5,0,567000,2864,94561
54,2,4,0,560000,2034,92882
55,3,4,1,559900,3428,93711
56,2,5,0,329900,1473,92557
57,1,3,0,325000,1484,92105
58,2,3,0,319900,2000,93722
59,2,3,0,315000,1942,93312
60,2,3,0,315000,1829,96025
61,2,3,0,315000,1035,92407
62,1,3,0,315000,1008,90061
63,2,3,0,309900,1520,92399
64,2,3,0,309000,2037,93277
65,2,3,1,299900,1771,92382
66,2,3,1,299900,1771,92382
67,2,4,0,295000,1576,92545
68,1,2,0,294500,896,92315
69,2,4,0,290000,1472,92404
70,2,3,0,289950,1777,92586
71,2,3,0,289900,1290,93551
72,2,4,0,279900,1970,93311
73,2,3,0,279000,1652,93312
74,2,3,0,275000,1214,95973
75,2,4,0,269999,1782,93312
76,2,3,0,239900,1660,92394
77,2,4,0,225900,1694,93247
78,6,4,0,11995000,5313,90210
79,3,3,2,9500000,4550,92660
80,3,5,1,3750000,2994,90265
81,3,4,1,2695000,2744,92660
82,4,4,0,2495000,2839,90265
83,5,4,0,2450000,7254,92067
84,3,3,0,2395000,2275,94028
85,4,4,2,2299000,5972,93023
86,2,2,0,2275000,1296,90265
87,2,3,0,2199000,3816,94923
88,5,5,1,1880000,5654,91709
89,4,5,0,1599000,3340,92861
90,3,3,0,1499000,1696,94945
91,1,1,0,1400000,700,95076
92,4,4,0,1375000,2507,95003
93,2,3,0,1299000,1822,94960
94,3,3,0,1249000,3000,95482
95,2,2,0,1189000,913,95062
96,3,4,1,1499000,2884,92116
97,2,4,1,1498888,2616,92626
98,2,4,1,1498888,2616,92626
99,4,5,1,1495000,4454,90275
100,5,5,1,1489000,4764,93021
101,2,4,1,1450000,2406,90039
102,5,5,1,1395000,3880,94605
103,3,4,1,1325000,2100,92627
104,2,3,0,1325000,2042,92672
105,2,3,0,1325000,2042,92672
106,2,3,0,1300000,1695,91206
107,4,4,0,1299900,3988,92315
108,3,4,1,1299900,2183,92108
109,3,5,1,1299000,2014,92117
110,3,4,1,1295000,3387,91367
111,5,4,1,1250000,4753,92025
112,2,3,1,1219000,1932,90275
113,2,3,1,1200000,2128,94583
114,2,3,0,1199000,1396,94131
115,2,2,0,1185000,1660,90046
116,3,5,0,700000,2470,91344
117,2,3,0,700000,1680,92870
118,2,4,0,699999,1312,92116
119,2,2,0,699999,927,91107
120,3,6,0,699000,2465,90810
121,3,6,0,699000,2465,90810
122,3,3,0,699000,1944,93010
123,3,4,0,699000,1841,91745
124,1,2,0,699000,878,90065
125,2,3,0,695000,1796,92866
126,2,3,0,695000,1796,92866
127,1,3,0,689995,1370,90016
128,3,4,0,689000,2071,91354
129,1,3,0,688000,1008,92111
130,1,3,1,679000,1233,94578
131,3,5,0,669950,2336,91355
132,3,4,0,664900,2620,91350
133,4,6,1,659900,2573,93030
134,2,4,1,659888,2437,93021
135,3,5,0,649999,2765,91739
136,1,3,0,450000,1080,91402
137,3,5,0,449500,3449,92307
138,2,3,0,449000,1646,92234
139,2,3,1,435000,2288,92382
140,2,3,1,435000,1688,92501
141,2,3,1,435000,1460,91764
142,2,4,0,428000,1269,91767
143,2,4,0,425000,1683,93033
144,2,3,0,424900,1000,90262
145,1,3,0,420000,1032,94803
146,2,4,1,419900,1597,92592
147,3,4,0,419000,2568,93551
148,3,3,0,415000,1641,92253
149,2,2,0,409000,1912,92584
150,2,3,0,399999,1252,93033
151,4,5,0,399000,2837,93631
152,2,3,0,399000,1449,90631
153,1,3,0,399000,963,91722
154,2,2,0,397500,2128,92211
155,3,4,0,390000,1905,95206
156,2,3,0,249000,1050,93543
157,3,4,0,245000,1374,92325
158,1,2,0,240000,902,93033
159,4,3,0,239900,1587,93535
160,2,3,0,239000,1192,96020
161,1,3,1,239000,962,95965
162,2,3,0,229500,1163,93308
163,1,2,0,219000,774,92407
164,2,3,0,218000,1334,92395
165,2,5,0,215000,1770,92410
166,1,2,0,199900,1056,93705
167,1,3,1,199000,1649,96097
168,1,3,0,199000,1008,95969
169,2,3,0,195000,1237,93223
170,2,3,0,189900,1477,93555
171,1,2,1,183500,1184,96025
172,2,2,0,179000,1291,93561
173,3,4,0,170000,1518,92339
174,2,3,0,169900,1868,93505
175,2,4,0,169700,1311,93305
176,2,3,1,859000,1407,90026
177,2,2,1,819900,2309,93444
178,3,4,0,804000,1628,91780
179,2,3,1,799000,2889,93065
180,2,4,1,799000,2524,92069
181,3,4,0,798888,2000,92823
182,3,4,0,788000,1628,91780
183,3,4,0,788000,1628,91780
184,3,3,0,763000,1309,91780
185,3,4,0,759900,1799,92624
186,3,3,0,758000,1309,91780
187,2,3,0,749900,1906,92078
188,2,3,0,749000,1739,92128
189,2,2,0,749000,1291,90503
190,3,3,0,746000,1309,91780
191,3,3,0,746000,1309,91780
192,3,3,0,746000,1309,91780
193,2,2,0,729000,1956,92833
194,2,3,0,699000,1635,92123
195,2,3,0,690000,1606,92026
196,2,5,0,529900,2538,92346
197,3,3,1,499900,2375,92397
198,2,3,0,485000,1865,91766
199,3,2,0,449000,1400,90670
200,3,4,0,349900,2480,92307
201,3,6,0,329900,3018,92394
202,2,3,0,307777,1598,95206
203,3,4,0,299800,1962,92223
204,1,2,0,279500,1432,95246
205,2,3,0,249000,1697,92345
206,1,1,0,205000,720,90058
207,2,2,0,179000,987,92394
208,1,3,0,130000,1192,92395
209,1,1,1,129000,696,95422
210,5,5,0,3250000,6595,91362
211,4,5,0,1990000,3054,92109
212,2,4,0,1349888,1684,94538
213,2,2,0,1279900,1104,92651
214,2,3,0,1190000,1310,94538
215,2,4,1,819900,2341,90623
216,2,2,0,805000,1652,92604
217,2,4,0,799900,1950,92780
218,3,3,1,799000,3950,92270
219,3,3,1,789000,2907,92211
220,5,4,0,780000,2942,91354
221,2,3,1,780000,2156,92262
222,3,4,0,754000,2176,91902
223,3,4,0,754000,2114,92691
224,2,3,0,750000,1478,94551
225,3,4,0,749990,2168,93063
226,4,4,0,749900,3523,93561
227,3,5,0,749000,2772,91765
228,2,4,1,729950,1694,94541
229,3,4,0,729000,2298,91766
230,3,6,0,719000,2873,92069
231,4,4,0,715000,3035,91387
232,2,4,0,699000,1528,91104
233,3,4,0,695000,2280,95252
234,2,4,0,695000,1212,92886
235,2,3,0,355000,1536,92376
236,2,3,0,355000,1504,92314
237,3,3,0,349999,1710,92571
238,2,3,0,347500,1418,96137
239,2,3,0,340000,1979,92584
240,3,3,0,340000,1557,95212
241,1,3,0,339000,1500,96126
242,2,3,0,335000,1748,92346
243,2,3,1,335000,1400,92352
244,3,3,1,332000,3110,92557
245,1,2,0,331500,1120,92268
246,2,3,0,315000,1835,93314
247,1,2,0,300000,1116,92399
248,2,6,1,299995,2820,93532
249,2,3,0,299000,1422,90280
250,2,3,0,299000,1422,90280
251,3,3,0,298000,2471,92392
252,2,4,1,295000,2176,92392
253,2,3,0,292000,1462,93552
254,3,4,0,289900,1973,92543
255,1,2,0,359900,1060,90220
256,2,3,0,349900,1102,92399
257,1,2,0,320000,4088,93630
258,2,4,0,315000,1872,93727
259,2,3,0,305000,1192,95252
260,1,3,1,300000,1182,95383
261,2,4,1,299000,2338,95348
262,2,3,0,275000,1768,92404
263,2,4,0,250000,1648,92394
264,1,3,0,229500,1261,95821
265,1,3,1,223000,1100,93711
266,2,3,0,222000,1510,93722
267,1,3,1,219000,1028,95681
268,1,2,0,199900,800,95726
269,2,2,0,159999,1085,92544
270,1,1,0,85500,544,95422
271,2,3,0,569000,1323,93010
272,2,3,0,550000,1833,90631
273,2,3,0,549900,1613,95630
274,2,3,0,549900,1488,95076
275,2,2,0,549000,1273,95819
276,2,3,0,539000,1537,91325
277,1,3,0,539000,1120,90604
278,1,2,0,539000,1015,94541
279,1,3,0,535888,1155,95405
280,2,3,0,529000,1297,96161
281,2,4,0,525000,2226,94513
282,1,3,1,499999,1500,92840
283,1,2,0,499000,835,95817
284,2,3,1,498000,2130,92880
285,2,4,0,475000,2412,92595
286,3,5,0,465000,2453,95624
287,1,3,0,465000,991,94553
288,2,2,0,460000,1473,95648
289,2,3,0,459000,1468,95746
290,5,5,0,1750000,4473,91381
291,3,4,2,1750000,4400,92029
292,5,6,1,1699000,5399,92131
293,5,6,0,1650000,3474,91501
294,3,4,0,1649000,2037,90045
295,3,4,1,1640000,3220,90803
296,5,4,1,1599000,4962,93444
297,3,4,1,1595000,2854,94618
298,3,3,0,1549000,1768,90025
299,3,3,2,1509990,2909,92618
300,2,4,1,1499888,2342,94587
301,2,4,1,1499000,2134,90068
302,1,2,0,1499000,1080,94040
303,3,4,1,1495000,4388,92508
304,3,5,1,1488888,4335,91791
305,4,6,1,1475000,4340,92131
306,3,4,1,1475000,2900,90803
307,3,5,0,1459000,2533,95148
308,2,4,1,1450000,2414,94556
309,4,4,1,1449900,3595,94568
310,4,5,1,855000,3302,90037
311,2,4,0,855000,2190,92683
312,3,4,0,850000,2779,93065
313,3,4,0,849999,1861,90032
314,2,4,1,849900,2428,91902
315,1,2,0,849900,1377,94134
316,2,3,0,849000,1812,92691
317,3,4,0,839000,2162,92128
318,2,3,1,839000,1673,91405
319,2,3,0,829000,2250,92264
320,2,4,1,825000,2327,92694
321,3,4,0,810000,2406,94553
322,1,4,1,810000,2265,94607
323,1,1,1,808000,1316,92106
324,1,2,0,800000,661,91801
325,1,2,0,800000,661,91801
326,2,4,1,799990,2862,92591
327,4,5,1,799950,3713,94513
328,3,3,0,799950,1809,91606
329,3,4,0,799000,3411,92592
330,2,4,0,620000,1452,92117
331,2,3,1,615000,1825,93012
332,2,3,0,615000,1452,90638
333,1,3,0,599978,1183,94608
334,2,4,0,599900,2807,91901
335,3,3,0,599000,1975,96161
336,2,3,0,599000,1614,92804
337,2,2,0,599000,1200,93442
338,1,3,0,590000,1368,92707
339,1,3,0,590000,1368,92707
340,2,3,1,588000,1563,91915
341,2,4,0,585000,1550,90605
342,2,3,1,582500,1691,93446
343,3,4,0,580000,2277,90650
344,2,3,1,579999,1874,92083
345,2,4,0,579950,1524,94521
346,2,4,1,579900,3379,92563
347,3,5,1,575000,3186,93436
348,2,4,0,575000,1591,92056
349,1,3,0,575000,1031,94544
350,2,3,0,439900,1623,91767
351,2,3,0,439900,1016,90059
352,3,5,0,437500,2488,93551
353,3,5,0,437500,2488,93551
354,2,4,1,436079,2324,92223
355,2,4,0,435000,1302,91710
356,2,3,1,430000,2579,93314
357,3,4,0,429900,1951,92591
358,2,2,1,425035,2166,92223
359,2,4,0,425000,1682,92262
360,3,4,0,425000,1527,94509
361,1,2,0,425000,1170,90280
362,4,6,0,424900,3514,93536
363,2,3,0,424900,1500,94509
364,3,4,0,420000,2229,93536
365,2,3,0,420000,1478,92373
366,3,3,0,419000,3138,96094
367,1,2,0,419000,862,90033
368,2,3,0,415000,2211,93561
369,2,3,0,295000,1840,93291
370,2,3,0,295000,1529,93720
371,3,3,0,290000,1517,93534
372,2,3,0,289000,1402,95926
373,3,4,0,288000,2705,93306
374,2,2,0,285700,1450,93727
375,2,3,0,285000,1837,93560
376,3,3,0,284990,1637,93535
377,2,4,0,284950,2253,93308
378,2,3,0,282000,1215,95928
379,2,3,1,280000,1288,95423
380,3,5,0,279900,1344,92411
381,2,3,0,279500,1327,92211
382,2,4,0,278000,2051,92555
383,2,2,0,275000,1440,92241
384,2,3,1,274990,1523,93535
385,2,3,0,274990,1422,93535
386,2,3,0,272000,1229,93550
387,2,4,0,269900,1157,92404
388,2,3,0,269000,1462,92407
389,2,5,1,886000,2535,92120
390,2,4,1,875000,2060,94542
391,2,3,1,839888,1983,93063
392,2,3,0,799000,1598,92840
393,2,3,0,798888,1698,91001
394,2,3,0,750000,1503,91362
395,2,4,1,699999,2284,93021
396,2,3,0,669500,2429,92373
397,2,3,1,649000,2785,95223
398,2,3,0,630000,2458,95602
399,2,3,1,625900,1913,92081
400,3,3,0,620000,1734,92019
401,2,3,0,574000,1316,93065
402,2,4,1,565000,2107,95628
403,2,3,0,540000,1416,91384
404,1,3,1,529950,1650,93065
405,3,4,0,509900,2330,92879
406,2,4,1,499900,1490,91331
407,3,4,0,815000,1498,92007
408,3,4,0,799000,2595,91737
409,2,3,1,789000,2591,95822
410,3,3,0,779900,2250,96161
411,3,4,0,760000,2809,92373
412,2,3,1,739900,1701,92610
413,4,3,1,725000,2581,92352
414,2,5,0,725000,1856,92111
415,2,3,0,725000,1300,94803
416,2,3,0,699999,1807,95822
417,2,4,1,678900,3438,95747
418,2,3,0,669900,1576,90808
419,2,4,0,669000,1418,92119
420,3,5,0,660000,2335,91910
421,2,3,0,650000,1835,94547
422,2,4,0,649000,1322,93023
423,2,4,0,644800,2292,91344
424,2,4,0,644800,2292,91344
425,3,4,1,639900,3749,95661
426,4,5,2,4495000,6020,90068
427,3,4,1,4399000,2800,90265
428,6,5,1,4249000,5223,90046
429,3,4,1,3650000,3214,90069
430,3,4,0,3500000,2187,94549
431,4,4,1,3488888,4609,92603
432,3,4,1,3450000,4000,92657
433,4,4,1,3299000,3431,90005
434,5,5,1,3249000,4730,90038
435,3,4,0,3150000,3471,92649
436,3,4,0,3150000,3471,92649
437,4,4,1,3145000,3845,90274
438,2,3,1,2950000,2200,96120
439,4,5,1,2898300,4796,92037
440,4,4,0,2850000,2041,92663
441,3,3,0,2699000,1752,92054
442,3,4,1,2588000,3660,92603
443,3,4,1,2495000,4469,94611
444,5,5,0,2399000,4385,94549
445,2,3,0,949000,1973,91016
446,2,3,0,949000,1973,91016
447,3,4,0,940000,2114,92262
448,3,4,0,925000,2306,90808
449,2,4,0,900000,1536,92675
450,2,4,0,899950,1399,94536
451,2,5,1,899000,3159,92029
452,3,6,0,899000,2139,94544
453,3,4,0,895000,3063,92029
454,2,3,1,889000,2040,90041
455,2,4,0,885000,1385,90042
456,1,2,0,879000,1188,90045
457,1,3,0,874995,1370,92866
458,2,3,1,874950,2672,94561
459,2,3,0,869900,1620,92629
460,2,4,0,869000,1638,94568
461,2,3,0,864900,1819,92691
462,2,4,1,859000,2021,92694
463,4,5,1,850000,3489,94547
464,2,4,0,649950,1826,93063
465,2,4,0,649900,2021,93065
466,4,5,0,649000,3069,91763
467,3,3,1,644000,1848,91355
468,2,3,0,639000,1462,94521
469,2,3,0,629000,1718,94525
470,2,3,1,629000,1419,90604
471,3,3,0,625000,3517,94505
472,3,5,0,625000,2832,92057
473,2,4,0,620000,1523,92020
474,2,3,0,619950,1435,91740
475,2,2,0,615000,1230,92127
476,2,5,1,610000,3159,92592
477,2,4,0,609888,1620,90640
478,3,5,0,600000,3379,92507
479,2,3,0,600000,1458,91910
480,2,3,1,599990,2300,92882
481,3,3,0,599900,1287,92333
482,2,4,0,599000,1620,91901
483,3,4,0,597900,2165,91913
484,2,3,0,460000,1402,93455
485,1,2,0,460000,763,90805
486,2,3,0,459900,1196,91977
487,2,3,0,459000,1032,94565
488,2,3,1,455000,1783,94565
489,2,4,0,455000,1688,90270
490,3,4,0,450000,2834,92584
491,2,4,0,450000,2039,92570
492,2,3,0,450000,1107,91945
493,2,3,0,450000,1100,92881
494,2,3,0,450000,1100,92881
495,2,3,0,449900,1400,90810
496,2,2,0,449000,1354,92054
497,2,4,0,449000,1353,92065
498,2,4,0,448997,1528,91761
499,1,2,0,445000,1124,90606
500,2,4,1,444999,1798,92592
501,2,3,0,440000,1148,90220
502,3,5,0,439000,2850,92562
503,2,3,0,439000,1568,93510
504,3,5,0,315000,2379,93311
505,1,2,1,315000,903,91343
506,3,3,1,314900,1600,92557
507,2,3,1,309990,1983,93560
508,2,2,0,309000,1321,92203
509,2,3,0,309000,1178,92314
510,1,3,1,305000,1276,93455
511,3,4,0,299900,2865,93306
512,2,3,0,299000,1403,92253
513,3,4,1,295000,1973,93291
514,2,3,0,295000,1822,92307
515,2,3,0,295000,1822,92307
516,2,3,0,295000,1041,92555
517,3,4,0,289900,2067,93312
518,2,3,0,289900,2015,93637
519,2,3,0,289900,1245,92571
520,1,3,0,289150,2016,92305
521,1,3,1,289000,1584,92352
522,2,3,0,283000,1231,92404
523,2,4,0,280000,1920,92243
524,3,3,0,675000,2570,95658
525,2,3,1,659999,2830,91730
526,2,2,0,639000,1300,95409
527,2,5,0,625000,2005,91723
528,2,3,0,599000,1618,91723
529,2,3,0,599000,1592,93003
530,2,3,0,599000,1347,90638
531,2,4,1,585000,2194,91786
532,1,2,0,579000,1230,90504
533,2,3,0,569000,1860,93445
534,2,3,0,549900,1804,92040
535,1,3,0,549900,1434,92019
536,2,3,0,545000,1245,90650
537,2,4,1,529000,2444,92883
538,2,4,0,525000,2100,92881
539,1,4,0,525000,1309,90620
540,1,3,0,525000,1061,90650
541,1,3,0,519999,1040,91402
542,3,5,0,760000,2121,91773
543,2,3,0,729000,1522,91754
544,2,3,0,729000,1140,95122
545,2,3,0,725000,1116,92111
546,2,4,0,719998,1860,91709
547,3,5,0,719000,3785,94503
548,2,3,1,719000,1735,92688
549,2,5,0,690000,1456,95403
550,2,3,0,679900,1375,92692
551,2,3,0,679000,1905,92071
552,4,5,0,660000,3962,95747
553,2,4,0,650000,1680,92887
554,2,3,0,650000,1641,94558
555,2,4,0,649500,1982,92056
556,2,3,0,649000,1817,95492
557,2,3,0,642000,1510,95401
558,3,4,0,639900,2565,92504
559,2,3,0,629995,1098,92117
560,2,3,0,622000,1707,95818
561,2,3,0,549000,1497,94564
562,2,4,1,535000,2200,95667
563,2,3,0,329900,1282,95826
564,2,3,0,324999,1417,93704
565,2,2,1,265000,1470,93619
566,5,4,1,7250000,4600,92625
567,8,8,1,6995000,8883,90064
568,8,6,0,6599000,6568,90272
569,3,3,0,4600000,2637,90069
570,4,4,1,3950000,4900,92660
571,4,4,1,3950000,4900,92660
572,7,5,1,3699985,6845,94526
573,2,2,0,3680000,1470,92625
574,3,6,0,3649000,3850,92649
575,4,4,1,3499000,3770,90066
576,6,7,0,3495000,5671,91356
577,2,3,1,3290000,2500,90210
578,3,3,1,3225000,1792,90266
579,3,3,1,3225000,1792,90266
580,2,3,0,3180000,1947,94022
581,3,5,0,1039000,2336,92024
582,4,5,1,1020000,3776,92029
583,2,3,0,1015000,2369,93010
584,2,3,0,999999,1609,90720
585,2,3,0,999999,1609,90720
586,2,3,1,998500,1786,92648
587,2,3,0,998500,1232,94536
588,3,4,1,998300,2537,92127
589,4,5,0,998000,4249,92882
590,2,4,0,975000,2468,92677
591,3,4,0,959000,2774,92008
592,1,2,0,950000,1187,94702
593,1,2,0,950000,1187,94702
594,2,3,0,950000,1097,94538
595,2,3,0,949900,1896,90505
596,2,3,1,949000,2556,90505
597,2,4,0,949000,1760,94568
598,3,3,0,938800,3395,91739
599,2,4,0,937000,1698,92646
600,3,5,0,929900,3095,94520
601,1,3,0,699950,1534,94579
602,2,3,0,699900,1286,92835
603,2,3,0,699900,1286,92835
604,2,3,0,699888,1160,94587
605,4,4,0,699000,4933,93551
606,2,3,0,699000,2082,93402
607,2,2,0,699000,1601,91401
608,1,3,1,689900,1785,92117
609,2,4,1,689000,2803,92503
610,2,2,0,689000,1734,92866
611,4,5,0,689000,1217,94546
612,3,3,0,685000,1511,90007
613,4,5,0,680000,3392,92504
614,2,4,1,679900,1711,93021
615,3,3,0,679000,1764,91941
616,2,3,1,675000,2918,92882
617,2,4,1,675000,2742,94513
618,2,3,0,675000,1116,91352
619,2,4,0,669900,1440,92653
620,2,4,0,669000,1749,92126
621,2,3,0,519000,1263,91354
622,3,4,0,515000,2340,93631
623,2,4,0,515000,1632,92026
624,2,4,0,510000,1497,91306
625,3,4,0,509000,2769,92584
626,2,3,0,500000,1539,91746
627,2,3,0,499900,1492,91344
628,2,3,0,499900,1076,92865
629,2,3,0,499900,1076,92865
630,2,3,0,499888,1538,91706
631,2,4,1,499800,2017,94565
632,3,4,1,499500,3727,95233
633,1,3,0,499000,1084,90660
634,1,3,0,499000,1084,90660
635,1,3,0,499000,999,91911
636,3,3,0,498000,1806,92253
637,2,4,1,495000,2164,92592
638,1,3,0,495000,1136,90650
639,1,3,0,493000,1400,92805
640,1,3,0,493000,1400,92805
641,2,3,0,344900,1472,92530
642,2,4,0,339990,1707,93550
643,1,2,0,339900,616,90222
644,2,4,0,338900,1488,92333
645,2,4,0,338900,1488,92314
646,2,3,1,330000,2208,93535
647,2,3,0,330000,1536,92211
648,2,3,0,330000,1140,92374
649,2,3,0,329900,1861,93614
650,2,4,0,329900,1505,92557
651,2,4,0,329000,2343,92571
652,2,3,1,325000,2208,93535
653,3,4,0,323000,1939,93536
654,3,4,0,320000,3015,93268
655,2,3,0,320000,1673,93720
656,1,2,0,320000,876,91786
657,2,3,0,319900,1056,92509
658,3,3,0,319000,2256,93306
659,3,3,0,318750,2340,92395
660,2,4,1,317999,1606,93534
661,3,5,1,1099900,4111,93063
662,3,4,0,1095000,2337,90505
663,2,3,0,938000,1384,91024
664,2,5,1,898000,2443,91801
665,3,6,0,849800,3727,92057
666,2,3,0,848000,1375,94587
667,3,4,0,775000,2556,93063
668,3,4,0,745000,2240,92870
669,3,5,1,721000,4338,92344
670,2,4,0,709000,2147,95020
671,2,3,1,670000,2055,90601
672,3,3,0,599950,2158,92860
673,4,6,0,599900,2979,92562
674,3,5,0,559900,3843,93292
675,1,3,1,549900,1046,91605
676,2,3,0,545000,1328,95409
677,2,4,1,799000,2383,91344
678,4,4,0,775000,2832,95765
679,2,4,1,775000,1913,92708
680,2,3,0,775000,1671,94546
681,3,4,0,749000,2223,92119
682,2,3,0,725000,1500,94559
683,1,2,0,689000,926,95472
684,4,3,0,669000,2611,95762
685,6,7,0,649000,4033,95370
686,2,4,0,611000,1202,92707
687,2,3,0,599999,2026,94565
688,4,6,1,595000,4157,92596
689,3,3,0,580000,2287,95747
690,3,4,0,579000,2298,91761
691,3,5,1,579000,2036,91913
692,2,4,1,575000,1874,92114
693,2,2,0,572000,1374,91354
694,2,4,1,549990,2381,95758
695,2,3,0,549900,1473,95817
696,2,4,1,1790000,4057,92869
697,3,3,0,1699000,2553,93449
698,4,3,0,1599000,2448,90046
699,4,4,0,1595000,4187,91784
700,2,3,1,1595000,2462,94705
701,3,3,0,1588000,1914,94539
702,2,3,1,1575000,1854,92629
703,3,5,1,1550000,3436,91302
704,4,3,1,1488000,3766,90631
705,3,4,0,1450000,3420,90631
706,2,3,0,1399999,1683,92629
707,2,3,0,1365000,1555,90274
708,2,4,1,1349000,2117,94596
709,2,4,0,1339000,2328,91103
710,4,5,1,1299000,3889,92011
711,4,4,1,1298000,3129,92630
712,4,4,1,1298000,3129,92630
713,4,6,0,1275000,4048,91387
714,3,2,1,1269000,1837,90034
715,3,5,0,1258800,3020,92708
716,2,3,0,759000,1360,92691
717,3,4,0,750000,2009,91709
718,2,4,1,749900,2656,92806
719,2,3,0,749900,1439,91040
720,2,4,1,749000,2530,92806
721,2,3,0,749000,1635,91303
722,2,2,0,740000,1308,90043
723,1,1,1,739888,1340,94611
724,2,4,0,739000,1241,92647
725,1,3,0,739000,892,90505
726,2,4,0,735000,1632,92127
727,2,2,0,729000,1026,91506
728,2,2,0,729000,1026,91506
729,2,2,0,725000,1477,91505
730,2,4,1,719000,1904,92119
731,2,3,1,715000,1655,92780
732,2,3,1,715000,1655,92780
733,2,4,0,700000,2399,93063
734,2,3,0,700000,1300,92111
735,2,3,0,700000,1300,92111
736,2,4,0,490000,1352,90044
737,2,3,0,489900,1170,91722
738,3,4,0,485000,2225,94531
739,2,4,0,485000,1591,92056
740,2,3,0,480000,1468,91744
741,2,4,0,479000,2520,92065
742,2,3,0,475000,1660,95376
743,1,3,0,475000,1350,90631
744,1,3,0,475000,1206,90805
745,4,5,0,474950,3012,92557
746,2,3,0,469900,1525,91767
747,3,4,0,469000,2596,93611
748,2,2,0,469000,1095,92675
749,2,3,1,468888,1938,92336
750,2,3,0,465000,1232,91941
751,2,3,0,460000,1450,92505
752,4,5,0,459900,3170,92223
753,2,3,0,450000,1428,93063
754,1,2,0,448900,1053,90280
755,2,4,1,437000,1922,94589
756,2,3,0,269000,1671,93270
757,1,2,1,269000,1200,92386
758,2,4,0,265000,1596,92582
759,2,4,0,262500,1586,92410
760,2,3,0,260000,1517,93277
761,2,3,0,259900,1434,92253
762,2,4,1,255000,1679,92394
763,2,3,0,250000,1712,93550
764,2,3,0,249000,1456,95252
765,2,3,0,241050,869,92404
766,2,3,0,239500,1495,93637
767,2,3,0,230000,1266,92234
768,1,2,0,230000,646,92411
769,2,3,0,229900,1593,93555
770,2,3,0,228000,1380,93311
771,2,3,0,225000,1170,92352
772,2,4,0,224500,2044,93505
773,2,3,0,219000,1574,92240
774,1,2,0,215000,831,92220
775,2,3,0,214900,1687,93555
776,3,3,0,195000,1442,93274
777,1,2,0,190000,858,92345
778,2,2,0,179900,1157,92545
779,1,2,0,175000,864,92345
780,6,6,3,19500000,9937,90049
781,6,4,0,7250000,6357,90265
782,5,4,1,6495000,4921,90049
783,5,5,1,5695000,5420,90049
784,5,5,0,3999995,6000,92014
785,2,4,1,3275000,2860,90272
786,2,3,2,2900000,4452,92562
787,5,5,1,2800000,4249,92672
788,2,3,1,2400000,2112,90210
789,3,2,0,2250000,2965,90039
790,5,5,0,2249000,3900,92037
791,2,3,0,2195000,1758,94941
792,3,5,1,2000000,3088,95120
793,2,3,0,449000,2357,95709
794,2,3,1,439000,1518,92352
795,3,4,0,430000,2346,95602
796,2,4,0,428900,1928,92399
797,2,2,0,420000,900,95563
798,2,2,0,400000,1646,95831
799,2,3,1,399900,1629,92591
800,2,2,0,395000,1424,95949
801,4,5,0,389000,3363,93311
802,2,4,0,387700,2413,93635
803,1,3,1,385000,1170,94589
804,4,4,0,379000,2259,92203
805,2,3,0,379000,1440,95693
806,2,3,0,375000,1411,95826
807,2,3,0,363500,1273,93436
808,2,3,0,359500,1546,95926
809,2,5,0,339900,1985,92234
810,1,3,1,339000,1301,95667
811,3,4,0,1578000,2462,91024
812,4,5,1,1550000,3347,92024
813,5,5,0,1500000,5027,91803
