,Bath,Bed,Half-bath,Price,Square_Feet,Zip_code
1940,1,2,0,1625000,1200,95476
1941,3,4,0,1598000,2200,94030
1942,3,4,0,1500000,2706,92008
1943,2,3,0,399900,1426,95691
1944,2,3,0,399000,1768,95822
1945,2,2,0,399000,1108,93012
1946,3,3,0,389900,1591,92562
1947,2,3,0,380000,1600,93551
1948,2,4,0,374888,1569,95655
1949,3,3,0,359000,1696,92260
1950,2,4,1,344900,2207,93311
1951,2,3,0,339000,1480,95370
1952,2,3,0,339000,1390,95621
1953,2,3,0,334900,1240,96051
1954,3,3,0,329000,2010,95666
1955,3,3,0,325000,2235,95666
1956,2,4,0,319000,1859,92234
1957,2,3,0,289000,1872,93313
1958,2,3,0,255000,1420,92545
1959,2,4,0,253950,1654,93722
1960,2,3,0,1389000,1362,90245
1961,3,5,1,1380000,3543,94582
1962,2,4,1,1350000,2926,90505
1963,2,4,0,1350000,2808,92106
1964,3,4,0,1350000,2598,91208
1965,3,3,0,1350000,2321,93023
1966,4,5,0,1349900,2834,92130
1967,2,3,1,1348800,2286,92648
1968,2,3,1,1348800,2286,92648
1969,3,4,1,1300000,5433,91701
1970,3,4,0,1299000,2813,92679
1971,3,4,0,1299000,2713,91362
1972,2,3,1,1299000,1378,90277
1973,3,4,0,1298800,2982,94582
1974,4,5,1,1279000,4192,92011
1975,2,2,0,1275000,1281,94507
1976,4,4,1,1250000,3835,92823
1977,4,5,0,1250000,3648,92071
1978,3,4,0,1225000,2114,91214
1979,3,4,0,1199888,2883,92808
1980,1,3,0,799000,1204,91001
1981,2,3,0,795000,1385,92675
1982,2,3,0,795000,1250,92647
1983,2,3,0,776900,1176,92646
1984,2,3,0,775000,1288,94568
1985,3,4,0,774767,2300,92807
1986,3,4,0,770000,2250,92867
1987,2,5,1,769900,3171,92021
1988,3,3,0,765000,1573,90043
1989,3,4,1,759900,2515,93065
1990,2,4,1,754999,2621,91355
1991,2,3,0,750000,1872,93420
1992,3,3,0,749900,1744,90606
1993,3,3,0,749900,1744,90606
1994,3,4,0,749888,2318,91768
1995,2,3,0,749000,1452,92835
1996,2,3,0,748500,1368,92115
1997,2,3,0,745000,1607,92264
1998,2,3,1,739000,1241,93003
1999,4,6,0,730000,2842,92084
2000,3,4,0,569900,1574,91405
2001,2,3,0,569900,1252,91344
2002,1,2,0,569000,1044,91773
2003,3,5,0,564950,3110,92336
2004,2,3,0,559900,1323,90603
2005,2,3,0,559900,1323,90603
2006,1,2,0,550000,1256,94544
2007,4,5,0,549945,3429,91605
2008,4,4,0,549945,2678,91605
2009,2,3,0,549900,1357,91722
2010,2,3,0,549500,1479,91406
2011,2,3,0,549500,1432,92373
2012,3,3,0,549000,2220,92026
2013,2,3,0,549000,1088,90701
2014,1,2,0,549000,638,92536
2015,2,5,0,548900,1620,92071
2016,2,3,0,545000,1245,91354
2017,1,2,1,545000,803,90804
2018,2,4,0,539900,2070,92570
2019,2,3,0,539900,1562,91390
2020,2,3,0,279900,1815,93535
2021,2,4,0,279500,2005,93727
2022,2,4,1,279000,2399,92392
2023,2,3,0,275000,1794,93527
2024,2,4,0,268000,1291,93543
2025,2,2,0,265000,1156,92315
2026,2,2,0,265000,1156,92315
2027,2,3,0,260000,2106,96080
2028,3,4,0,259000,2628,92394
2029,2,2,0,250000,1116,92585
2030,3,3,0,249999,1735,93225
2031,2,3,0,249990,1364,93560
2032,2,3,1,245000,2428,95988
2033,1,2,0,245000,985,92544
2034,2,4,0,239000,1516,96080
2035,2,3,0,235000,1461,93702
2036,2,2,0,230000,978,93550
2037,2,3,0,229995,1352,92344
2038,2,3,0,229900,1502,93308
2039,4,4,1,6500000,3600,92651
2040,5,5,1,4495000,6963,92660
2041,4,4,1,3980000,3988,95032
2042,4,5,1,2900000,3352,95014
2043,3,4,0,2398000,2166,95070
2044,4,5,0,2075000,5714,91360
2045,3,5,0,2050000,3762,94563
2046,2,3,0,1849000,2712,92037
2047,1,2,0,1549000,1704,95125
2048,2,3,1,1548800,1583,92660
2049,4,4,0,1478000,3459,91711
2050,2,3,0,1399000,2527,92106
2051,2,3,0,1399000,1045,95130
2052,3,4,0,1345000,1900,95060
2053,3,4,0,1298000,3666,94550
2054,3,4,0,1295000,2640,94044
2055,2,3,0,1250000,1460,94127
2056,3,4,1,1199000,3071,94558
2057,2,3,0,324500,2064,96088
2058,2,3,0,297000,1367,92570
2059,1,3,0,279950,1300,95926
2060,2,4,0,274900,2380,95966
2061,1,3,0,274500,1014,95973
2062,1,2,0,265000,1020,95503
2063,2,3,0,247880,1400,92371
2064,2,3,1,239000,1395,92252
2065,2,3,0,225900,1184,95823
2066,1,2,0,225000,900,95815
2067,1,3,0,189000,1153,95820
2068,1,2,0,155000,1101,92307
2069,4,5,0,1480000,4005,94568
2070,3,4,0,1480000,2792,94536
2071,2,3,0,674900,3139,95993
2072,2,2,0,638000,1401,95409
2073,1,2,0,500000,1307,94577
2074,2,3,1,369900,2415,93312
2075,2,4,0,240000,1886,93308
2076,2,5,0,1095000,1858,92107
2077,2,3,1,1034000,2135,92648
2078,3,4,1,999950,2966,94541
2079,3,5,0,999900,3305,92028
2080,2,2,0,995000,1170,92627
2081,3,4,0,989000,2478,92592
2082,3,4,0,978000,1659,94609
2083,2,4,0,975000,1717,92649
2084,4,4,1,954000,3448,92264
2085,4,6,1,950000,3857,91350
2086,3,5,1,950000,2969,92708
2087,1,2,0,950000,1500,92672
2088,2,3,0,949988,1950,94550
2089,4,4,0,949900,2989,91387
2090,3,4,0,949888,1988,92614
2091,3,5,0,948000,3062,96150
2092,3,3,0,945900,4159,92562
2093,4,3,0,945000,3257,93730
2094,3,4,0,939000,3042,93065
2095,3,4,0,929000,2596,92630
2096,3,3,0,619900,3165,92346
2097,2,4,0,619900,2128,91390
2098,2,3,0,609000,1335,90623
2099,2,3,0,607000,1176,93402
2100,2,4,0,599999,1757,91792
2101,3,4,0,599900,3908,92562
2102,2,3,0,599900,1179,90713
2103,2,3,0,599888,1355,90601
2104,2,4,0,599000,2268,93004
2105,2,4,0,599000,1273,92868
2106,2,3,1,598000,2052,93063
2107,3,5,0,595000,3251,91764
2108,2,3,0,589900,1648,90603
2109,2,3,0,589400,1347,91350
2110,2,2,0,589000,1014,90731
2111,3,4,0,585000,2800,92880
2112,2,3,0,585000,1398,92869
2113,2,3,1,584999,1736,93510
2114,2,2,0,580000,750,91504
2115,2,3,0,575000,1786,92028
2116,2,3,0,360000,1737,95252
2117,2,3,1,359000,1864,95252
2118,3,3,0,349900,2442,93727
2119,2,3,0,349900,1491,92315
2120,1,3,0,345000,1080,93454
2121,2,3,0,335000,1688,92253
2122,2,4,0,334900,2418,93552
2123,2,3,0,330000,1550,95237
2124,3,5,0,329900,2600,92243
2125,2,3,1,327300,2089,92555
2126,2,4,0,319900,1683,92557
2127,2,3,0,315000,1648,92223
2128,2,2,0,315000,1350,94565
2129,3,4,0,309999,2032,93638
2130,3,4,0,309999,2032,93638
2131,2,4,1,309900,2476,93313
2132,2,4,0,309900,1448,93536
2133,2,3,0,309900,1448,93536
2134,1,2,0,305500,784,93041
2135,2,3,0,299990,1440,92530
2136,2,3,0,579999,1845,90650
2137,2,3,0,569000,1655,91706
2138,2,3,0,549000,1288,91942
2139,1,2,0,499000,856,90621
2140,2,3,0,495000,1194,90660
2141,2,3,1,489900,1289,95404
2142,2,4,1,475000,2240,95959
2143,3,4,0,470000,3118,92399
2144,2,3,1,449000,1968,95223
2145,2,3,0,418000,2100,92562
2146,2,2,0,415000,1302,95691
2147,1,3,0,399999,992,91702
2148,3,4,0,380000,2223,93230
2149,2,4,0,375000,1717,92335
2150,3,4,0,350000,2143,93614
2151,3,4,0,345000,1747,92557
2152,2,3,1,335000,2146,92545
2153,2,3,0,329900,1440,95726
2154,2,3,0,329500,1188,93644
2155,2,4,0,320000,1721,92220
2156,2,3,0,585000,2071,92065
2157,2,4,0,585000,1408,95448
2158,2,3,0,580000,1573,93907
2159,3,3,1,549000,3042,95949
2160,2,4,1,540000,2190,91915
2161,2,3,1,499900,2439,92211
2162,3,3,0,499000,3510,95367
2163,2,3,0,495000,1303,91733
2164,3,4,0,479900,2679,92591
2165,2,3,0,479000,1704,95327
2166,2,4,0,477000,1698,93033
2167,2,3,1,450000,2884,92395
2168,3,3,0,450000,2635,92223
2169,2,3,1,445000,2152,95540
2170,2,3,1,439900,2554,93536
2171,2,3,0,429000,1621,95687
2172,1,4,1,425000,1720,92504
2173,3,3,0,425000,1675,92352
2174,1,3,0,425000,990,95407
2175,2,2,0,414999,1999,95687
2176,4,4,0,2395000,2727,90049
2177,3,4,0,2388000,2795,90066
2178,2,3,0,2385000,2238,92663
2179,5,6,0,2360000,2634,90265
2180,2,3,1,2329000,2028,90272
2181,5,6,1,2300000,4469,92861
2182,3,4,0,2299000,2241,90291
2183,4,5,1,2275000,4885,92861
2184,4,4,0,2098000,4209,92602
2185,3,3,0,1975000,2360,90274
2186,5,5,1,1899000,6673,91311
2187,5,5,0,1895000,4781,91367
2188,2,2,0,1800000,2406,94103
2189,3,4,0,1798800,2790,91302
2190,4,4,0,1795000,3320,92672
2191,3,4,0,1725000,3281,91205
2192,2,3,0,1699000,1541,92629
2193,2,3,1,1650000,2435,94563
2194,1,3,0,1600000,1319,90266
2195,3,4,1,1599000,3760,91356
2196,3,5,0,795000,2500,92315
2197,2,4,1,795000,2349,94553
2198,2,4,1,789950,2243,93063
2199,3,5,0,775000,2617,91745
2200,2,3,1,769000,1661,92103
2201,2,3,0,749950,1554,91364
2202,2,2,0,749950,1430,91367
2203,3,4,1,749900,2500,91340
2204,2,3,0,749000,976,90065
2205,3,3,0,748888,2200,90631
2206,3,3,0,748888,2200,90631
2207,4,5,0,740000,3522,91701
2208,2,4,1,740000,1823,92679
2209,2,3,0,739000,1182,91505
2210,2,4,1,735000,2754,91390
2211,3,5,0,729530,3515,94561
2212,2,3,0,729000,1514,90815
2213,2,3,0,729000,1514,90815
2214,2,3,0,725000,1500,93532
2215,2,3,0,719900,1562,90808
2216,2,3,0,530000,1230,93010
2217,4,4,0,525000,3912,92596
2218,3,5,1,525000,3697,92562
2219,1,3,0,524997,996,91331
2220,1,4,1,516000,1226,93065
2221,2,3,1,510000,2038,91342
2222,2,3,1,510000,2038,91342
2223,2,3,0,510000,1435,92882
2224,4,4,0,509000,2736,92352
2225,4,4,0,509000,2736,92352
2226,4,5,0,500000,1731,92352
2227,4,5,0,500000,1731,92352
2228,3,5,1,499900,3398,93550
2229,3,5,1,499900,3398,93550
2230,2,3,1,499000,1460,92845
2231,2,3,0,499000,1252,92058
2232,1,3,0,498900,1077,90604
2233,1,3,0,498900,1077,90604
2234,2,2,0,495000,1017,92708
2235,2,2,0,495000,1017,92708
2236,2,4,0,329900,1622,92551
2237,2,3,0,329000,2072,92203
2238,1,2,0,325000,1748,95973
2239,1,3,1,325000,1400,96137
2240,2,2,0,325000,1134,91761
2241,2,3,0,324900,1696,93536
2242,2,3,0,324500,1530,95926
2243,2,2,0,315000,1842,92553
2244,2,4,1,309990,2150,93535
2245,2,3,0,309900,1664,92284
2246,2,3,0,309500,2330,93704
2247,2,4,0,305000,2094,93560
2248,2,3,0,305000,1605,95963
2249,1,3,0,305000,1232,92376
2250,2,4,0,304999,2289,93274
2251,1,4,1,299900,1485,92346
2252,3,4,0,299000,1974,93550
2253,2,2,0,299000,1404,92586
2254,1,2,0,297000,963,92404
2255,1,2,0,297000,963,92404
2256,1,3,0,315000,1048,92506
2257,2,3,1,300000,1631,92571
2258,2,3,0,265000,1745,92308
2259,2,2,0,225000,1728,95930
2260,5,5,1,6995000,5210,92657
2261,5,5,1,2999888,4509,92618
2262,4,5,0,1688000,2947,91107
2263,2,3,0,1495000,1700,92672
2264,5,5,1,1449000,3963,92694
2265,2,3,0,1368000,1707,91030
2266,4,5,0,1295000,2858,96161
2267,4,4,1,1279000,5312,95762
2268,3,4,0,1095000,2475,92130
2269,2,3,0,1088000,1232,95118
2270,2,4,1,1074900,2470,92627
2271,1,2,0,1050000,930,94401
2272,3,5,0,995500,3300,94954
2273,3,4,1,975000,2507,92886
2274,3,4,1,699000,4087,92503
2275,2,4,0,697000,1661,91942
2276,2,6,0,695000,2119,92865
2277,2,3,1,659000,1769,92653
2278,2,4,0,639900,1361,92704
2279,2,4,0,639500,2604,92019
2280,2,3,0,629900,1658,90242
2281,3,4,0,629000,2457,91342
2282,2,4,0,599000,1860,91978
2283,2,3,1,579000,1638,92058
2284,2,3,0,560000,1805,91910
2285,2,4,0,559000,1684,92801
2286,2,5,0,549000,2571,92374
2287,2,4,0,549000,2150,91710
2288,2,3,0,529000,2112,93536
2289,2,2,1,525000,2482,92223
2290,3,3,0,524500,2108,93510
2291,3,5,0,519900,2890,92596
2292,3,4,0,517900,1698,94513
2293,2,3,0,495000,2109,92211
2294,3,4,0,479000,2632,95835
2295,1,4,7,420000,1809,92503
2296,2,3,0,399000,2082,95370
2297,2,3,0,399000,1751,95726
2298,3,4,0,380000,2539,93635
2299,1,3,0,380000,1128,92374
2300,2,4,1,355000,2701,92342
2301,2,4,0,349500,1360,92530
2302,1,2,0,309000,816,96150
2303,2,2,0,284900,1687,92223
2304,1,3,0,284482,1050,95621
2305,2,5,0,180000,1733,92301
2306,1,2,0,180000,944,92301
2307,3,5,0,165000,2100,92365
2308,4,5,0,2149000,4419,92024
2309,5,5,0,1789000,3000,92107
2310,2,4,0,1699000,1655,95129
2311,4,4,0,1569000,3119,92620
2312,3,4,0,849800,2665,91709
2313,1,2,0,810000,1243,94609
2314,3,5,0,799000,2217,92708
2315,2,4,1,775900,1800,92688
2316,2,4,1,775900,1800,92688
2317,3,4,0,774900,3890,92504
2318,2,4,1,769900,2268,90623
2319,2,4,1,769900,2268,90623
2320,3,4,0,755000,1956,92692
2321,3,4,0,755000,1956,92692
2322,3,3,0,750000,2604,92314
2323,3,4,1,749980,2374,91335
2324,3,4,0,749900,2312,91745
2325,3,4,0,749900,2111,91320
2326,1,4,1,745000,3036,92373
2327,3,4,0,740000,2610,91709
2328,3,4,0,739900,2059,92865
2329,2,3,0,729900,1900,96145
2330,2,3,0,709000,2024,92840
2331,2,3,1,699000,1899,92688
2332,2,4,0,289000,1998,93313
2333,2,4,0,275000,1743,93534
2334,3,3,0,275000,1446,93550
2335,2,3,0,275000,1361,93535
2336,2,2,0,275000,1088,93446
2337,2,5,1,274990,1721,93535
2338,2,4,0,265000,1709,93534
2339,1,3,1,259500,1257,93552
2340,2,4,0,258000,1901,93307
2341,2,3,1,254500,1575,93230
2342,2,4,0,249900,1924,93505
2343,2,3,0,244900,931,92315
2344,1,3,1,240888,947,92404
2345,2,3,0,229995,1186,93535
2346,1,2,0,218000,840,92410
2347,2,3,0,214900,1468,92392
2348,2,3,0,214900,1468,92392
2349,2,2,0,185000,1064,92301
2350,1,2,0,180000,944,92301
2351,1,1,0,139000,965,93265
2352,2,4,0,270000,1221,92346
2353,1,2,0,215000,934,92346
2354,1,2,0,210000,996,92543
2355,2,3,0,209000,1248,95422
2356,1,3,0,169000,1248,93701
2357,2,2,0,149999,1280,92543
2358,1,3,1,109900,936,93560
2359,1,2,0,87000,1056,93453
2360,7,6,0,23450000,6393,90077
2361,6,5,1,10900000,4763,90265
2362,5,5,1,7850000,4847,90210
2363,4,4,1,7195000,4344,90272
2364,5,5,1,6980000,7048,91108
2365,5,5,1,5600000,6195,94010
2366,5,5,2,4499000,8268,92677
2367,2,3,0,409000,1405,95667
2368,2,2,0,404700,1176,95620
2369,3,4,0,396900,2309,95993
2370,4,4,0,389000,2626,93285
2371,2,3,0,389000,1432,95687
2372,3,5,0,384900,2740,92372
2373,3,3,0,379900,2388,93561
2374,2,3,0,364900,2266,93536
2375,2,2,0,355400,1782,92545
2376,2,4,0,350000,1090,92501
2377,2,3,0,339900,1529,95828
2378,2,3,0,337500,1330,95829
2379,2,4,0,329900,1562,93551
2380,3,5,0,324950,2788,92392
2381,2,3,0,319900,2029,93312
2382,3,4,0,318000,2376,95666
2383,3,3,0,310000,1393,92346
2384,2,3,0,299900,1220,95820
2385,3,4,0,1175000,3646,92673
2386,3,4,0,1175000,3646,92673
2387,2,3,1,1135000,1861,90250
2388,2,3,0,1129000,2336,92102
2389,4,4,1,1100000,2578,92832
2390,4,4,1,1100000,2578,92832
2391,3,4,0,1100000,2530,92264
2392,6,6,1,1095000,4230,92270
2393,2,3,1,1075000,3000,92694
2394,3,4,0,1025000,3235,92131
2395,3,5,0,1024888,2625,92131
2396,3,5,0,999000,2788,92807
2397,4,4,0,999000,1980,92110
2398,3,3,0,999000,1892,92314
2399,3,4,0,998000,3218,92673
2400,3,4,0,998000,3218,92673
2401,3,4,0,998000,2824,91361
2402,2,3,0,998000,1682,90274
2403,5,6,0,995000,4034,90241
2404,3,5,0,979500,2888,92129
2405,2,3,0,675000,1300,92832
2406,2,3,0,675000,1300,92832
2407,2,3,0,674900,1478,91755
2408,3,3,1,670000,2152,94553
2409,2,3,0,669900,1153,91307
2410,2,3,0,669888,2291,92831
2411,3,4,0,665000,2776,93510
2412,2,2,1,659900,1209,91502
2413,2,3,0,659800,1605,91750
2414,3,5,0,658888,3168,91761
2415,2,3,1,649900,1381,92688
2416,5,4,0,649000,2633,92315
2417,5,7,1,648000,4121,92596
2418,3,4,0,639980,1754,91914
2419,2,4,1,639000,2200,93510
2420,2,4,1,639000,2200,93510
2421,2,3,0,639000,1706,91901
2422,3,4,0,635000,2753,94561
2423,3,4,0,635000,2200,91304
2424,4,4,0,635000,2001,92084
2425,3,4,0,499900,2300,92591
2426,2,5,1,499000,2896,92325
2427,2,3,1,499000,1771,94513
2428,1,2,0,499000,1081,92120
2429,2,3,0,495000,1145,93003
2430,2,4,0,489900,1700,91977
2431,2,4,1,489000,1828,94513
2432,2,4,0,489000,1564,92025
2433,2,2,0,487990,896,91355
2434,2,3,0,485000,1008,92026
2435,4,5,0,479000,3539,92595
2436,2,3,1,475000,1615,91710
2437,2,3,0,475000,1208,92026
2438,2,3,0,470000,1524,91950
2439,2,3,0,469900,1118,90670
2440,2,4,0,469000,1325,91763
2441,1,2,1,469000,758,90731
2442,3,5,0,464999,3382,93551
2443,3,5,0,464999,3382,93551
2444,2,5,1,459900,2822,93611
2445,2,3,0,279000,1582,95222
2446,2,4,0,279000,1361,92346
2447,2,3,0,270000,1220,93550
2448,1,2,0,269900,825,92557
2449,2,3,0,269000,1320,92553
2450,1,2,0,259000,720,92354
2451,2,3,0,245000,1882,92382
2452,2,4,1,245000,1244,92236
2453,2,3,0,235000,1390,93535
2454,2,3,0,230000,1650,96137
2455,2,3,0,229900,1260,92386
2456,2,2,0,229500,1332,92583
2457,2,4,0,229000,1256,93535
2458,1,2,0,225000,1000,92314
2459,2,2,0,224999,975,92346
2460,1,2,0,215900,999,92345
2461,2,3,0,215000,1555,92240
2462,2,2,0,210000,1228,93534
2463,2,4,0,199900,1416,92321
2464,2,3,0,199900,1156,92382
2465,2,2,0,185000,1064,92301
2466,3,3,0,7500000,2679,93920
2467,7,6,0,6975000,8548,94903
2468,5,5,0,3850000,6414,92067
2469,5,5,0,2999000,3638,92352
2470,6,5,0,2995000,4000,90025
2471,3,5,0,2880000,4300,95032
2472,6,6,1,2495000,4423,90290
2473,4,5,0,2388000,3798,91030
2474,2,4,1,2219000,2400,92625
2475,2,3,0,1999000,1648,94087
2476,4,4,0,1988000,3187,92603
2477,5,5,0,1983000,4630,92130
2478,3,4,1,1980000,2876,91403
2479,3,4,0,1980000,2876,91403
2480,4,5,0,1888888,4678,94542
2481,2,4,1,1888888,2556,95127
2482,4,4,0,1599888,3904,92886
2483,3,4,0,350000,2403,92395
2484,3,3,0,349900,2208,95942
2485,2,3,0,329500,1200,92315
2486,2,3,0,325500,1650,95501
2487,2,4,0,315000,2038,92308
2488,2,2,0,310000,1468,92211
2489,3,2,0,295000,864,95375
2490,1,4,1,290000,1712,92220
2491,2,3,0,269900,1488,93536
2492,2,3,0,269500,1195,92220
2493,1,2,0,265000,906,92320
2494,2,3,0,253500,1288,93561
2495,2,3,0,249500,1230,95372
2496,2,4,0,240000,1276,95901
2497,2,3,0,210000,1248,92352
2498,1,2,1,204999,900,95335
2499,1,2,1,199900,1261,92325
2500,4,4,1,1150000,1917,94536
2501,4,5,1,1149900,5079,91902
2502,2,3,1,1149800,1715,91006
2503,4,5,1,1149000,4156,91311
2504,4,5,0,1100000,3681,91324
2505,3,4,0,1100000,2280,94611
2506,2,4,0,1100000,1640,92629
2507,3,4,0,1099900,2551,92679
2508,3,4,0,1099900,2551,92679
2509,3,4,0,1099000,2412,92011
2510,2,3,0,1075000,2502,92705
2511,2,3,0,1075000,1440,92024
2512,3,4,0,1060000,2166,92008
2513,2,5,1,1049000,2730,90720
2514,2,3,1,1025000,2703,91367
2515,2,4,1,999999,2273,92675
2516,3,4,0,999999,2103,91364
2517,2,3,0,995000,2044,90732
2518,4,5,0,990000,3609,90605
2519,4,5,0,990000,3609,90605
2520,2,4,0,669000,1764,94521
2521,2,3,0,660000,1669,91320
2522,2,3,0,654888,1543,92692
2523,2,3,0,654888,1543,92692
2524,2,4,0,654000,1404,92119
2525,2,3,0,649999,1565,91741
2526,2,3,1,649900,1523,92887
2527,2,4,0,649500,2143,93060
2528,4,4,1,649000,2633,92315
2529,2,4,1,649000,2108,94547
2530,2,3,0,649000,1702,92804
2531,2,3,0,649000,1344,90018
2532,2,3,0,648800,1765,91740
2533,2,4,0,645999,1564,91040
2534,3,3,0,645000,2600,95228
2535,3,3,0,645000,2551,93446
2536,2,4,0,639900,1938,91355
2537,2,3,0,630000,1209,90807
2538,3,4,0,629900,2369,91702
2539,2,3,0,629900,1100,92688
2540,2,3,0,429000,2400,92253
2541,2,4,0,422000,2414,92344
2542,1,2,0,419900,832,90047
2543,3,4,0,399990,3096,93536
2544,2,5,1,399990,2726,92532
2545,3,4,0,399900,3096,93536
2546,1,3,1,399500,1480,92373
2547,2,4,1,399000,2507,93314
2548,3,4,0,399000,2172,93551
2549,3,4,0,399000,2172,93551
2550,3,3,0,399000,1431,92354
2551,1,3,0,399000,1056,94806
2552,2,3,1,397500,1468,92592
2553,2,3,0,395000,1776,96125
2554,2,3,0,390000,2232,95971
2555,3,4,1,389900,2044,93720
2556,1,3,0,387000,912,90063
2557,2,4,1,385000,2575,92307
2558,4,4,0,380000,2881,93552
2559,2,2,0,379900,1690,92584
2560,2,3,1,425000,1688,95648
2561,2,3,0,397000,1204,95602
2562,2,3,0,375000,1383,95602
2563,1,3,0,329900,1500,95383
2564,2,4,1,285000,2432,92344
2565,3,4,0,280000,2379,92345
2566,1,3,0,259000,1114,95383
2567,2,3,0,230000,1599,92307
2568,1,5,0,140000,1119,93223
2569,1,2,0,90000,1020,95961
2570,3,5,0,1995000,3658,93110
2571,3,5,0,1550000,2819,92604
2572,4,5,0,1499000,3516,92130
2573,3,3,0,1100000,2418,95497
2574,2,3,0,898000,1822,91006
2575,2,3,0,749950,1546,92780
2576,1,2,0,749000,980,94608
2577,2,4,0,625000,1859,90745
2578,2,4,0,619950,1756,93063
2579,2,3,0,599000,1425,91311
2580,3,2,0,595000,1718,93546
2581,3,3,0,574888,1856,91710
2582,2,3,0,555500,1504,91791
2583,2,4,0,549500,1223,91942
2584,2,3,0,545000,1332,91722
2585,2,3,1,515000,2206,92881
2586,1,2,0,515000,1044,90706
2587,3,4,0,494999,2784,92563
2588,1,3,0,489000,1288,91402
2589,1,2,0,450000,820,93446
2590,2,2,1,449500,2798,95223
2591,2,3,0,449000,1682,92860
2592,2,4,1,444000,2320,92211
2593,2,4,0,420000,2152,93536
2594,2,3,0,419900,1082,92027
2595,2,4,1,409900,2936,93551
2596,1,2,0,409900,768,90280
2597,2,4,1,1660000,2850,93023
2598,4,5,0,1598000,3630,92620
2599,4,5,1,1545000,4000,92675
2600,3,5,1,1539000,4568,90631
2601,2,3,0,1519000,1410,95050
2602,2,4,0,1480000,1853,91107
2603,2,2,0,1039000,1681,94559
2604,1,3,0,969000,1070,94025
2605,3,4,1,850000,2625,91902
2606,2,3,0,850000,1881,94619
2607,5,3,0,849000,3497,96001
2608,1,3,1,839000,1293,90018
2609,2,4,1,792800,2970,94806
2610,1,3,0,750000,988,90042
2611,2,4,0,739999,1600,92653
2612,2,3,1,719000,1920,92019
2613,3,4,1,679000,2885,96150
2614,2,3,0,660000,2008,90604
2615,4,5,1,1878000,4039,92620
2616,4,5,1,1878000,4039,92620
2617,4,5,0,1858000,3856,91741
2618,4,5,2,1788888,4612,91709
2619,2,3,0,1725000,1686,90404
2620,2,4,1,1699000,2593,90275
2621,4,5,0,1595000,2972,93035
2622,4,5,1,1499000,3332,92672
2623,4,5,1,1499000,3332,92672
2624,3,4,0,1395000,2640,91403
2625,3,3,2,1379000,3601,92210
2626,4,5,0,1299999,2850,92832
2627,3,4,0,1279000,2568,92648
2628,4,5,1,1249900,4011,92131
2629,3,3,0,1249900,2703,91364
2630,3,3,0,1249900,2703,91364
2631,2,4,1,1249000,3486,90630
2632,2,4,1,1249000,3486,90630
2633,2,2,0,1200000,1405,91423
2634,2,3,0,624888,2414,91722
2635,3,4,0,615000,3780,93536
2636,3,4,0,614900,2230,91387
2637,3,4,0,599900,2137,91342
2638,2,4,1,599900,1482,92646
2639,2,4,1,599900,1482,92646
2640,4,5,1,599000,3129,92505
2641,2,3,0,599000,1470,90502
2642,3,4,0,585000,2073,91387
2643,2,3,1,579000,1582,94553
2644,2,3,0,575000,1260,91791
2645,2,3,0,574900,1186,90650
2646,3,5,1,569000,2958,92352
2647,2,4,1,565000,1758,91977
2648,2,3,0,565000,1364,92804
2649,2,4,0,562675,1862,92065
2650,2,3,0,560000,1550,90604
2651,2,3,0,560000,1550,90604
2652,1,2,1,560000,1019,93023
2653,2,4,0,558000,1709,90605
2654,4,4,0,329000,3127,92582
2655,2,3,0,329000,2097,92203
2656,2,3,0,329000,1920,95223
2657,3,4,0,325000,2670,93535
2658,2,3,0,325000,2042,93245
2659,1,3,0,325000,1280,93527
2660,2,3,0,325000,1024,92504
2661,3,3,0,320000,1600,93552
2662,2,3,0,319900,1270,92557
2663,3,4,0,319500,2100,96093
2664,2,3,1,319000,1913,93535
2665,2,3,0,319000,1727,92234
2666,2,5,1,318000,2720,95916
2667,3,4,0,309900,2224,92243
2668,2,3,0,309900,2003,93561
2669,2,3,0,305000,1885,92201
2670,1,3,1,299998,1532,92352
2671,2,3,0,299000,1200,95247
2672,2,4,0,294400,2000,93274
2673,3,3,0,359900,2385,93614
2674,2,4,1,359000,2522,95348
2675,1,2,0,355000,717,91764
2676,3,2,0,328800,1240,90220
2677,1,4,1,327000,2183,93257
2678,2,3,0,324000,1760,92352
2679,2,3,0,299500,1331,95223
2680,3,4,0,286450,1758,93662
2681,2,4,0,285000,1529,93720
2682,2,2,0,255000,1313,92545
2683,2,3,0,200000,1566,93292
2684,1,3,1,195000,1471,93705
2685,2,4,0,175000,1625,93267
2686,4,5,1,8995000,4118,90265
2687,3,4,0,5995000,3258,92651
2688,5,5,1,5750000,6635,94010
2689,6,6,3,13588000,9657,92625
2690,11,10,0,12999000,12500,91436
2691,6,5,1,10800000,8322,91106
2692,4,5,1,8995000,4118,90265
2693,6,7,1,7995000,9577,96145
2694,3,5,1,4995000,3672,90265
2695,3,3,0,4500000,2570,92106
2696,5,5,1,4195000,4093,92118
2697,5,5,1,3695000,3750,90048
2698,3,3,1,3690000,2758,92651
2699,1,2,0,3300000,741,91770
2700,1,1,0,3300000,741,91770
2701,4,5,0,3225000,3486,92629
2702,3,4,1,2999000,2404,90274
2703,2,3,0,2995000,2080,90272
2704,3,2,0,2995000,1340,92651
2705,4,5,0,2680000,3755,91107
2706,4,5,0,2599900,3459,92024
2707,3,4,0,2380000,2650,90803
